0,0.304688,0.234375,0.140625,0.304688,0.234375
1,0.328244,0.229008,0.129771,0.328244,0.229008
2,0.333333,0.211382,0.146341,0.333333,0.211382
3,0.322581,0.233871,0.137097,0.322581,0.233871
4,0.392308,0.184615,0.153846,0.392308,0.184615
7,0.233333,0.258333,0.283333,0.233333,0.258333
9,0.142857,0.338346,0.180451,0.142857,0.338346
11,0.172414,0.301724,0.206897,0.172414,0.301724
12,0.162602,0.300813,0.203252,0.162602,0.300813
14,0.138211,0.308943,0.195122,0.138211,0.308943
15,0.153846,0.316239,0.188034,0.153846,0.316239
16,0.281818,0.245455,0.190909,0.281818,0.245455
17,0.208333,0.308333,0.225,0.208333,0.308333
18,0.208333,0.233333,0.266667,0.208333,0.233333
19,0.218487,0.252101,0.226891,0.218487,0.252101
21,0.347458,0.152542,0.279661,0.347458,0.152542
22,0.338983,0.152542,0.305085,0.338983,0.152542
24,0.210084,0.235294,0.260504,0.210084,0.235294
25,0.22314,0.239669,0.264463,0.22314,0.239669
26,0.235294,0.226891,0.277311,0.235294,0.226891
27,0.22314,0.239669,0.256198,0.22314,0.239669
28,0.22314,0.239669,0.256198,0.22314,0.239669
29,0.221311,0.237705,0.254098,0.221311,0.237705
31,0.175,0.283333,0.216667,0.175,0.283333
32,0.155738,0.254098,0.221311,0.155738,0.254098
34,0.14876,0.297521,0.206612,0.14876,0.297521
37,0.233333,0.275,0.241667,0.233333,0.275
39,0.135593,0.322034,0.262712,0.135593,0.322034
40,0.135593,0.330508,0.245763,0.135593,0.330508
41,0.116667,0.3,0.225,0.116667,0.3
42,0.140496,0.297521,0.231405,0.140496,0.297521
43,0.175,0.258333,0.216667,0.175,0.258333
44,0.132231,0.297521,0.22314,0.132231,0.297521
45,0.191667,0.25,0.216667,0.191667,0.25
46,0.215517,0.267241,0.241379,0.215517,0.267241
47,0.145299,0.290598,0.239316,0.145299,0.290598
48,0.153846,0.307692,0.205128,0.153846,0.307692
50,0.198276,0.275862,0.206897,0.198276,0.275862
51,0.122951,0.295082,0.237705,0.122951,0.295082
52,0.198276,0.275862,0.206897,0.198276,0.275862
